camp_code,majr_code_1,completed,grantpct,transfer,gpa_final,gpa_first_term,gpa_first_year,cityapp,statapp,natnapp,hscity,hsstate,hsnatn,hsgpa,minor,maj2,ethnicity,act_composite,sat_total
"2","CHE","matched (3)",66,0,3.640097,3.392157,3.519608,"Corona","NY","","Flushing","NY","","97.8",0,0,"8. White",,1050
"2","0000","matched (3)",94,0,3.797222,3.862745,3.860215,"Plainview","NY","","Great Neck","NY","","90",0,0,"8. White",,1430
"1","UND","master only (1)",65,0,3.395833,3.333333,3.395833,"Calabasas","CA","","Los Angeles","CA","","86",0,0,"8. White",30,1320
"2","UND","matched (3)",73,0,3.956522,4,4,"Hollywood","FL","","Boca Raton","FL","","99",0,0,"8. White",,1520
"2","SHA","master only (1)",37,0,2.333333,2.333333,2.333333,"New Brunswick","NJ","","Pittsburgh","PA","","81",0,0,"8. White",,1160
"1","UND","matched (3)",25,0,3.846939,4,3.908046,"New York","NY","","New York","NY","","92",0,0,"8. White",,1480
"1","POL","matched (3)",73,0,3.879433,3.647059,3.735294,"Budd Lake","NJ","","Livingston","NJ","","94",0,0,"8. White",,1150
"2","UND","matched (3)",0,0,3.326316,3.2,3.2,"West Hempstead","NY","","Holliswood","NY","","80",0,0,"3. Hispanic",,970
"2","UND","matched (3)",32,0,3.582456,3.466667,3.466667,"Far Rockaway","NY","","Holliswood","NY","","88.64",0,0,"8. White",22,
"1","JUD","matched (3)",58,0,3.813239,3.791667,3.69697,"East Brunswick","NJ","","Livingston","NJ","","95",0,0,"8. White",,1540
"1","UND","matched (3)",41,"master only (1)",3.190476,3.511111,3.511111,"Chicago","IL","","Skokie","IL","","82",0,0,"8. White",27,
"2","SPAU","matched (3)",79,0,3.718446,3.614035,3.675439,"Chestnuthill","MA","","Brookline","MA","","90.8",0,0,"8. White",,1150
"2","BUS","matched (3)",0,0,3.436975,3.333333,3.194444,"Los Angeles","CA","","Los Angeles","CA","","92",0,0,"2. Unknown",,1220
"1","BIO","master only (1)",62,0,2.353741,2.128205,1.679487,"Helena","MO","","Savannah","MO","","87",0,0,"8. White",24,
"2","ECO","master only (1)",78,"master only (1)",3.190476,3.666667,3.62963,"N. Woodmere","NY","","Hewlett","NY","","89.57",0,0,"8. White",,1280
"2","BIO","matched (3)",77,0,3.574713,3.866667,3.855856,"Long Beach","NY","","Far Rockaway","NY","","97.60",0,0,"8. White",24,1110
"2","PSY","matched (3)",95,0,3.576503,2.777778,3.222222,"Far Rockaway","NY","","Hewlett Bay Park","NY","","91.96",0,0,"8. White",32,1300
"2","BIO","master only (1)",44,0,3.6,3.6,3.6,"Le Pecq","","FRANCE",".","","FRANCE","82.50",0,0,"8. White",,
"2","UND","matched (3)",100,0,3.95301,3.907408,3.957265,"Woodmere","NY","","Hewlett Bay Park","NY","","97.77",0,0,"8. White",,1420
"1","BUS","matched (3)",95,0,2.8,3.5,2.735632,"Highland Park","NJ","","South River","NJ","","84.8",0,0,"8. White",,890
"2","UND","matched (3)",50,0,3.755352,3.789474,3.789474,"Pittsburgh","PA","","Pittsburgh","PA","","98",0,0,"8. White",,1370
"1","UND","matched (3)",73,0,3.734043,3.882353,3.83871,"Nof Ayalon","","ISRAEL","Foreign City","","Unknown Nation","88",0,0,"8. White",,1380
"2","UND","matched (3)",100,0,3.99115,4,4,"Teaneck","NJ","","Teaneck","NJ","","97.11",0,0,"8. White",,1520
"2","MAT","matched (3)",0,0,3.811209,4,3.89899,"East Brunswick","NJ","","Paramus","NJ","","89.28",0,0,"8. White",23,1110
"1","ACC","matched (3)",0,0,3.666667,3.645833,3.727273,"Woodmere","NY","","Woodmere","NY","","92.58",0,0,"8. White",,1190
"2","HIS","matched (3)",15,0,3.500747,3.280702,3.303921,"Columbus","OH","","Cleveland Heights","OH","","92",0,0,"8. White",,1030
"1","0000","master only (1)",54,0,3.708333,3.711111,3.708333,"Brooklyn","NY","","Brooklyn","NY","","92",0,0,"8. White",,1200
"2","HIS","matched (3)",80,0,3.924092,3.9375,3.935484,"Teaneck","NJ","","Paramus","NJ","","92.06",0,0,"8. White",,1190
"1","UND","matched (3)",73,0,3.853333,3.784314,3.852941,"Woodmere","NY","","Woodmere","NY","","97.45",0,0,"8. White",,1400
"2","UND","matched (3)",29,0,3.901235,3.95,3.974359,"Houston","TX","","Houston","TX","","96",0,0,"8. White",30,
"2","PSY","matched (3)",32,0,3.585586,3.866667,3.866667,"West Hempstead","NY","","Cedarhurst","NY","","88.34",0,0,"8. White",21,1160
"1","SOC","master only (1)",0,0,3.055556,3.333333,3.055556,"Dix Hills","NY","","Huntington Station","NY","","82.36",0,0,"8. White",19,
"2","UND","matched (3)",73,0,3.147368,3.466667,3.322581,"Rego Park","NY","","Hewlett Bay Park","NY","","88.46",0,0,"8. White",,1180
"2","UND","matched (3)",100,0,3.829365,3.866667,3.83871,"West Hempstead","NY","","Hewlett Bay Park","NY","","95.89",0,0,"8. White",,1400
"2","UND","matched (3)",93,0,3.93578,4,3.942857,"Denver","CO","","Denver","CO","","94",0,0,"8. White",,1110
"1","HIS","matched (3)",73,0,3.108911,2.692308,2.695652,"Teaneck","NJ","","Paramus","NJ","","82.28",0,0,"8. White",,1040
"2","UND","matched (3)",100,0,3.681957,3.631579,3.594594,"Teaneck","NJ","","Elizabeth","NJ","","94.85",0,0,"1. Non Resident Alien",,1140
"1","POL","master only (1)",73,0,3.515873,4,4,"Riverdale","NY","","New York","NY","","91",0,0,"8. White",27,1120
"1","BUS","matched (3)",88,0,3.711611,3.904762,3.816092,"Rishon Le-Zion","","ISRAEL","Foreign City","","Unknown Nation","96.76",0,0,"1. Non Resident Alien",,
"2","EDU","matched (3)",0,0,3.415686,3,3.185185,"Miami Beach","FL","","Boca Raton","FL","","89",0,0,"8. White",18,950
"1","UND","matched (3)",22,0,3.920792,4,3.92381,"Flushing","NY","","New York","NY","","94.99",0,0,"8. White",,1310
"1","MAT","matched (3)",100,0,3.966361,4,4,"Teaneck","NJ","","New York","NY","","98.41",0,0,"8. White",,1600
"1","BUS","matched (3)",0,0,2.827309,3.727273,3.680556,"Beverly Hills","CA","","Los Angeles","CA","","86",0,0,"8. White",,980
"2","UND","master only (1)",0,"master only (1)",3.47807,3.5,3.493333,"Lincolnwood","IL","","Chicago","IL","","91",0,0,"8. White",18,
"1","UND","master only (1)",33,0,2.166667,1,1,"Flushing","NY","","New York","NY","","81.6",0,0,"8. White",,1010
"2","UND","master only (1)",0,0,4,4,4,"New York","NY","","","","","",0,0,"8. White",,
"1","UND","matched (3)",73,0,3.95679,3.933333,3.967742,"Lincolnwood","IL","","Chicago","IL","","91.1",0,0,"8. White",33,
"2","SPAU","matched (3)",80,0,2.710145,2.5,2.515152,"Houston","TX","","Houston","TX","","90",0,0,"8. White",23,
"2","EDU","matched (3)",83,0,3.146789,2.933333,3.117647,"Cote St. Luc","QC","CANADA","Cote St. Luc","QC","CANADA","82.67",0,0,"1. Non Resident Alien",17,
"2","SHA","matched (3)",54,"master only (1)",3.545171,3.466667,3.376344,"Hollywood","FL","","N. Miami Beach","FL","","98",0,0,"8. White",23,1070
"2","BUS","matched (3)",73,0,2.976563,2.5,2.555556,"Miami Beach","FL","","Miami Beach","FL","","82",0,0,"8. White",,1270
"2","BIO","master only (1)",15,0,2.971014,2.431373,2.72549,"Riverdale","NY","","Riverdale","NY","","81",0,0,"8. White",25,
"1","BUS","matched (3)",85,0,3.134021,3.666667,3.401961,"Oceanside","NY","","Woodmere","NY","","92.35",0,0,"8. White",,1260
"1","UND","matched (3)",18,0,3.508251,3.166667,3.297297,"West Hempstead","NY","","New York","NY","","83.15",0,0,"8. White",,990
"1","UND","matched (3)",0,0,2.736508,3,2.921569,"Teaneck","NJ","","Teaneck","NJ","","76.78",0,0,"8. White",,1210
"2","EDU","master only (1)",73,0,2.252747,2.0625,2.448276,"Beachwood","OH","","Beachwood","OH","","79",0,0,"8. White",23,
"1","BUS","matched (3)",15,"master only (1)",3.305556,3.444444,3.435897,"Vienna","","AUSTRIA","Foreign City","","Unknown Nation","79",0,0,"1. Non Resident Alien",,
"1","0000","matched (3)",101,0,3.783333,3.666667,3.771429,"Elizabeth","NJ","","Elizabeth","NJ","","91.34",0,0,"8. White",,1440
"2","UND","matched (3)",0,0,3.445035,3.625,3.451613,"Sherman Oaks","CA","","Los Angeles","CA","","87",0,0,"8. White",,1030
"2","ENG","matched (3)",57,"master only (1)",2.933333,3.076923,3.032258,"Los Angeles","CA","","Los Angeles","CA","","92.18",0,0,"8. White",,980
"1","UND","matched (3)",29,0,4,4,4,"Lawrence","NY","","Lawrence","NY","","91.1",0,0,"8. White",,1410
"2","BIO","matched (3)",95,0,3.921739,4,3.940171,"Fair Lawn","NJ","","Elizabeth","NJ","","95.26",0,0,"8. White",,1400
"2","JED","matched (3)",85,0,3.101852,2.979167,2.989247,"Riverdale","NY","","New York","NY","","85",0,0,"8. White",21,790
"1","BUS","matched (3)",88,0,2.859327,2.5,2.790476,"Teaneck","NJ","","Richmond","VA","","84.91",0,0,"8. White",,1120
"2","UND","matched (3)",0,"master only (1)",3.432099,3.4,3.4,"Lawrence","NY","","Hewlett Bay Park","NY","","84.97",0,0,"8. White",,1070
"1","PHI","matched (3)",44,0,3.82807,3.688889,3.791667,"New York","NY","","New York","NY","","90.23",0,0,"8. White",,1430
"1","ACC","master only (1)",0,0,3.091954,3.190476,3.091954,"Great Neck","NY","","Great Neck","NY","","86.36",0,0,"8. White",,1180
"2","SHA","matched (3)",100,0,3.82807,3.764706,3.805556,"Chicago","IL","","Chicago","IL","","98",0,0,"8. White",32,
"1","UND","matched (3)",75,0,2.739496,3.166667,2.666667,"Cherry Hill","NJ","","South River","NJ","","89",0,0,"8. White",,1140
"2","UND","matched (3)",69,0,3.44697,3.205128,3.206897,"Fresh Meadows","NY","","Flushing","NY","","94",0,0,"8. White",,960
"2","0000","master only (1)",0,0,3.639731,3.222222,3.137255,"Brooklyn","NY","","","","","",0,0,"8. White",,
"2","PSY","matched (3)",91,0,3.415152,3.5,3.472222,"Southfield","MI","","Oak Park","MI","","87",0,0,"8. White",23,
"1","BIO","matched (3)",35,0,3.705706,3.644444,3.644444,"Highland Park","NJ","","Elizabeth","NJ","","90.64",0,0,"8. White",,1140
"2","UND","matched (3)",84,0,3.663265,3.8,3.845528,"Miami Beach","FL","","Boca Raton","FL","","100",0,0,"8. White",28,
"1","BUS","matched (3)",75,"master only (1)",2.788235,2.571429,2.068965,"Madrid","","SPAIN","Foreign City","","Unknown Nation","92",0,0,"1. Non Resident Alien",,1050
"2","PSY","master only (1)",11,0,4,4,4,"Bronx","NY","","Holliswood","NY","","95.40",0,0,"8. White",28,
"2","PSY","matched (3)",100,0,3.797721,4,3.911765,"Teaneck","NJ","","Elizabeth","NJ","","96.37",0,0,"8. White",,1420
"1","UND","matched (3)",0,0,3.410919,3.645833,3.645833,"Saint Louis","MO","","St. Louis","MO","","86",0,0,"8. White",24,
"2","SPAU","matched (3)",88,0,3.899083,3.933333,3.909091,"Lincolnwood","IL","","Chicago","IL","","90",0,0,"8. White",24,
"1","UND","master only (1)",0,0,3.533333,3.588235,3.533333,"Los Angeles","CA","","Los Angeles","CA","","83",0,0,"8. White",,1230
"2","UND","master only (1)",74,0,3.765625,3.9375,3.870968,"Great Neck","NY","","Uniondale","NY","","91.83",0,0,"8. White",,1090
"1","UND","matched (3)",83,0,3.62,4,3.59375,"Mequon","WI","","Skokie","IL","","98",0,0,"8. White",31,1340
"2","UND","matched (3)",100,0,3.978648,4,3.966667,"Cedarhurst","NY","","Cedarhurst","NY","","98.66",0,0,"8. White",,1440
"2","UND","matched (3)",46,0,3.862745,3.733333,3.866667,"Teaneck","NJ","","Elizabeth","NJ","","90.74",0,0,"8. White",,1320
"1","BIO","matched (3)",100,0,3.977273,4,4,"West Orange","NJ","","Paramus","NJ","","97.35",0,0,"8. White",,1450
"2","UND","matched (3)",95,0,3.713911,3.145833,3.479167,"Boca Raton","FL","","Boca Raton","FL","","89.5",0,0,"8. White",21,
"2","BIO","matched (3)",77,0,4,4,4,"Skokie","IL","","Chicago","IL","","96",0,0,"8. White",30,
"2","UND","master only (1)",97,0,3.864865,4,3.864865,"Memphis","TN","","Memphis","TN","","100",0,0,"8. White",28,1280
"2","SHA","matched (3)",0,0,3.783688,3.933333,3.575758,"Brooklyn","NY","","New York","NY","","85.28",0,0,"8. White",,1220
"1","UND","master only (1)",100,0,3.594203,3.564103,3.594203,"Woodmere","NY","","Woodmere","NY","","94.99",0,0,"8. White",,1450
"1","UND","matched (3)",133,0,3.137255,3.770833,3.591398,"Suffern","NY","","Teaneck","NJ","","89.16",0,0,"8. White",,1050
"2","BIO","matched (3)",67,0,3.770833,3.8,3.8,"Brentwood","NY","","Kew Gardens Hills","NY","","98.46",0,0,"8. White",27,1210
"1","PSY","matched (3)",100,0,3.97647,4,3.965517,"Highland Park","NJ","","Teaneck","NJ","","98.84",0,0,"8. White",,1520
"2","SHA","matched (3)",82,0,3.229068,2.933333,3.151515,"Highland Park","NJ","","Elizabeth","NJ","","79.53",0,0,"8. White",23,880
"1","UND","master only (1)",100,0,4,4,4,"Los Angeles","CA","","Los Angeles","CA","","98",0,0,"8. White",,1400
"2","BIO","matched (3)",0,0,3.777778,3.583333,3.675926,"West Hempstead","NY","","Hewlett Bay Park","NY","","90.45",0,0,"8. White",,1200
"2","UND","matched (3)",50,"master only (1)",3.239837,2.854167,3.021505,"Teaneck","NJ","","Teaneck","NJ","","83.01",0,0,"8. White",20,
"1","0000","matched (3)",41,0,3.842912,3.952381,3.952381,"Jamaica","NY","","New York","NY","","95.06",0,0,"8. White",31,
"1","UND","master only (1)",93,0,2.342679,3.333333,2.462366,"Elizabeth","NJ","","Elizabeth","NJ","","79.42",0,0,"8. White",,1030
"1","BUS","matched (3)",40,0,3.838188,3.777778,3.777778,"Philadelphia","PA","","Philadelphia","PA","","87",0,0,"8. White",,1140
"1","UND","matched (3)",85,0,3.48718,3.5,3.473684,"Silver Spring","MD","","Silver Spring","MD","","90",0,0,"8. White",,1100
"2","UND","matched (3)",44,0,3.365079,3.333333,3.333333,"Brooklyn","NY","","Brooklyn","NY","","94.31",0,0,"8. White",,1080
"2","ENG","matched (3)",73,0,3.557692,3.866667,3.558824,"Montreal","QC","CANADA","Cote St. Luc","QC","CANADA","83",0,0,"1. Non Resident Alien",,1100
"1","HIS","matched (3)",76,0,3.854167,4,3.972973,"Baltimore","MD","","Baltimore","MD","","97",0,0,"8. White",,1390
"1","BUS","master only (1)",35,0,2.40796,3.138889,3.138889,"Nueva Andalucia","","SPAIN","","","","",0,0,"1. Non Resident Alien",,
"1","UND","matched (3)",0,0,3.844445,4,3.871795,"Teaneck","NJ","","Teaneck","NJ","","91.99",0,0,"8. White",,1110
"2","SPAU","matched (3)",78,0,3.640805,3.894737,3.948718,"Hewlett","NY","","New York","NY","","94.92",0,0,"2. Unknown",26,1250
"1","BUS","matched (3)",96,0,3.486111,3.470588,3.50505,"Teaneck","NJ","","New York","NY","","90.37",0,0,"8. White",,1350
"2","UND","master only (1)",73,0,2.84153,2.372549,2.525253,"St. Louis","MO","","St. Louis","MO","","87",0,0,"8. White",21,
"2","EDU","matched (3)",73,0,3.562691,3.6,3.588235,"Potomac","MD","","Rockville","MD","","88",0,0,"8. White",,1190
"1","MAT","matched (3)",50,0,3.368116,3.611111,3.569444,"Brooklyn","NY","","Brooklyn","NY","","92.50",0,0,"8. White",,1190
"1","PSY","matched (3)",75,"master only (1)",3.953052,3.923077,3.931035,"Mount Pleasant","SC","","","","","89",0,0,"8. White",,
"1","UND","matched (3)",0,0,3.572649,3.785714,3.777778,"Jamaica","NY","","New York","NY","","92.9",0,0,"8. White",,1150
"2","UND","matched (3)",15,0,3.810056,3.818182,3.754386,"Thornhill","ON","CANADA","Downsview","ON","CANADA","82",0,0,"1. Non Resident Alien",,1040
"1","PSY","matched (3)",78,0,3.48659,3.785714,3.773809,"Teaneck","NJ","","Teaneck","NJ","","86.25",0,0,"8. White",,1400
"2","UND","matched (3)",17,0,3.808581,3.888889,3.888889,"Woodmere","NY","","Hewlett Bay Park","NY","","92.34",0,0,"8. White",25,1140
"1","0000","matched (3)",82,0,3.140741,2.333333,2.333333,"Flushing","NY","","New York","NY","","86.96",0,0,"8. White",28,1300
"1","MED","matched (3)",100,0,3.79288,3.923077,3.833333,"Jamaica","NY","","Woodmere","NY","","97.37",0,0,"8. White",,1510
"1","UND","master only (1)",37,0,1.738095,1.738095,1.738095,"West Long Branch","NJ","","South River","NJ","","86.30",0,0,"8. White",25,
"2","UND","matched (3)",44,0,3.384849,3.156863,3.302083,"Sunnyvale","CA","","San Diego","CA","","92",0,0,"8. White",,960
"1","ACC","matched (3)",88,0,3.852853,4,3.9375,"Atlanta","GA","","Atlanta","GA","","92",0,0,"8. White",,1350
"1","ACC","matched (3)",76,0,3.580247,4,3.676471,"Thornhill","ON","CANADA","Downsview","ON","CANADA","75.75",0,0,"1. Non Resident Alien",,1130
"2","UND","matched (3)",13,"master only (1)",3.202492,3.25,3.441176,"Brooklyn","NY","","Brooklyn","NY","","84.07",0,0,"8. White",18,
"1","BIO","matched (3)",40,0,3.187302,3.395833,3.395833,"East Brunswick","NJ","","Elizabeth","NJ","","85.26",0,0,"8. White",,1180
"1","ACC","matched (3)",92,0,3.747368,3.833333,3.864865,"Teaneck","NJ","","Teaneck","NJ","","90",0,0,"8. White",,1430
"2","UND","matched (3)",50,0,3.178478,2.916667,2.962963,"Teaneck","NJ","","Teaneck","NJ","","82.75",0,0,"8. White",,1040
"1","BUS","matched (3)",26,"master only (1)",3.265537,3.476191,3.402299,"Los Angeles","CA","","Los Angeles","CA","","86",0,0,"8. White",,1030
"2","SHA","matched (3)",0,0,3.878633,3.888889,3.878788,"Baltimore","MD","","Baltimore","MD","","91",0,0,"8. White",24,
"1","UND","matched (3)",99,0,3.40566,3.6,3.62069,"Teaneck","NJ","","New York","NY","","90.04",0,0,"8. White",,1430
"2","UND","matched (3)",77,0,3.406667,3.083333,3.111111,"Skokie","IL","","Chicago","IL","","88",0,0,"8. White",28,
"1","UND","matched (3)",0,0,2.272,3.166667,2.828571,"Cedarhurst","NY","","Hewlett","NY","","89",0,0,"8. White",,1340
"2","UND","matched (3)",73,0,3.655773,3.6875,3.657143,"Brooklyn","NY","","Brooklyn","NY","","91",0,0,"8. White",,1270
"2","UND","matched (3)",0,0,3.660606,3.526316,3.675676,"Los Angeles","CA","","Los Angeles","CA","","90",0,0,"8. White",,1070
"1","0000","matched (3)",42,0,2.689655,2.6,2.6,"West Long Branch","NJ","","Ocean","NJ","","86.14",0,0,"8. White",,1280
"1","UND","master only (1)",15,0,2.166667,2.166667,2.166667,"Far Rockaway","NY","","Roslyn","NY","","73.38",0,0,"8. White",,1230
"1","UND","master only (1)",6,0,2.956989,3.27451,3.27451,"Surfside","FL","","Miami","FL","","90",0,0,"8. White",,1120
"2","UND","matched (3)",103,0,3.393651,3.615385,3.177083,"Elizabeth","NJ","","Elizabeth","NJ","","",0,0,"8. White",,1300
"2","BUS","master only (1)",36,0,3.534591,3.3125,3.3125,"Chicago","IL","","Chicago","IL","","91",0,0,"8. White",28,
"2","UND","matched (3)",15,"master only (1)",3.318681,3.666667,3.666667,"Brighton","MA","","Brookline","MA","","85.50",0,0,"8. White",,1120
"2","SHA","matched (3)",73,0,3.606742,3.631579,3.583333,"West Hempstead","NY","","Hewlett Bay Park","NY","","91.00",0,0,"8. White",,1190
"1","UND","master only (1)",32,0,3.160714,3.404762,3.404762,"Oak Park","MI","","","","","92",0,0,"8. White",26,
"1","BIO","matched (3)",29,0,3.325926,3.461539,3.308642,"Miami Beach","FL","","N. Miami Beach","FL","","91",0,0,"3. Hispanic",24,
"2","JED","master only (1)",73,0,2.740196,2.666667,3,"North Miami Beach","FL","","Boca Raton","FL","","86",0,0,"8. White",22,1030
"1","UND","master only (1)",76,0,2.588235,2.606061,2.588235,"Valley Village","CA","","Valley Village","CA","","82",0,0,"8. White",,1030
"1","UND","master only (1)",50,0,2.300813,2.688889,2.716049,"Bet Shemesh","","ISRAEL","Foreign City","","Unknown Nation","FOREIGN",0,0,"8. White",,1380
"2","SPAU","matched (3)",0,0,3.44,3.2,3.3,"Calgary","AB","CANADA","San Diego","CA","","92",0,0,"1. Non Resident Alien",,1060
"1","BUND","master only (1)",50,0,3.864197,3.880952,3.864197,"Houston","TX","","Dallas","TX","","92",0,0,"8. White",,1040
"1","PHY","matched (3)",100,0,3.981982,3.928571,3.965517,"Teaneck","NJ","","New York","NY","","98.40",0,0,"8. White",,1600
"2","BUS","matched (3)",0,0,3.648781,3.513514,3.561644,"Boca Raton","FL","","Boca Raton","FL","","90",0,0,"8. White",27,
"1","UND","matched (3)",85,0,3.65445,3.380952,3.597701,"Valley Village","CA","","Valley Village","CA","","82",0,0,"2. Unknown",21,
"1","ACC","matched (3)",80,0,3.710317,3.738095,3.822222,"Chicago","IL","","Chicago","IL","","91",0,0,"8. White",26,
"2","SCW","matched (3)",88,0,3.446429,3.125,3.157408,"Teaneck","NJ","","Elizabeth","NJ","","88.74",0,0,"8. White",,1180
"1","BIO","master only (1)",73,0,3.346154,3.051282,3.346154,"St. Louis Park","MN","","New Haven","CT","","86",0,0,"8. White",22,
"1","UND","matched (3)",0,0,3.610644,3.352941,3.352941,"Merion","PA","","Philadelphia","PA","","85.5",0,0,"8. White",,1140
"1","BUS","matched (3)",12,0,2.885305,3.133333,3.115942,"Englewood","NJ","","Paramus","NJ","","87.14",0,0,"8. White",,960
"2","UND","matched (3)",48,0,3.804487,3.729167,3.707071,"West Hempstead","NY","","Hewlett Bay Park","NY","","93.47",0,0,"8. White",25,1150
"2","SCW","matched (3)",66,0,2.512028,2.076923,2.28,"Southfield","MI","","Southfield","MI","","81",0,0,"8. White",20,
"2","SPAU","matched (3)",15,"master only (1)",2.819444,2.888889,2.722222,"Beverly Hills","CA","","Los Angeles","CA","","86",0,0,"8. White",23,
"1","BUS","matched (3)",94,0,3.046729,3.644444,3.505376,"Teaneck","NJ","","Teaneck","NJ","","74.92",0,0,"8. White",,1180
"2","BUS","matched (3)",88,0,2.904762,3.166667,3.296296,"Teaneck","NJ","","Elizabeth","NJ","","85.67",0,0,"8. White",,890
"1","POL","master only (1)",72,"master only (1)",2.677419,2.803921,2.677419,"Sunrise","FL","","","","","89",0,0,"8. White",,950
"2","UND","matched (3)",66,0,3.416667,3.6,3.545455,"West Hempstead","NY","","Holliswood","NY","","87.97",0,0,"8. White",,1200
"1","UND","master only (1)",0,0,3.074074,3.444444,3.444444,"Woodmere","NY","","Woodmere","NY","","84.68",0,0,"8. White",,1180
"2","UND","matched (3)",37,0,3.962617,4,3.973684,"New Rochelle","NY","","Holliswood","NY","","92.68",0,0,"8. White",,1360
"2","UND","matched (3)",58,0,3.739394,3.729167,3.739583,"Edison","NJ","","Elizabeth","NJ","","91.30",0,0,"8. White",,1100
"2","UND","matched (3)",0,0,3.036335,2.333333,2.666667,"Mexico","","MEXICO","Foreign City","","Unknown Nation","FOREIGN",0,0,"1. Non Resident Alien",,
"2","BIO","master only (1)",0,0,2.596774,2.555556,2.333333,"Houston","TX","","Houston","TX","","75",0,0,"8. White",22,
"1","UND","matched (3)",50,0,2.928802,2.333333,2.752381,"Monsey","NY","","New York","NY","","91.68",0,0,"8. White",,1270
"2","SPAU","matched (3)",0,0,3.535256,3.666667,3.666667,"Great Neck","NY","","Great Neck","NY","","89.92",0,0,"8. White",21,
"1","PSY","matched (3)",61,0,3.038596,2.583333,2.525641,"Tarzana","CA","","Valley Village","CA","","78",0,0,"8. White",,1020
"2","PSY","matched (3)",22,0,3.153846,3.421053,3.421053,"Teaneck","NJ","","Teaneck","NJ","","87.35",0,0,"8. White",,1250
"1","ACC","matched (3)",91,0,3.755556,3.823529,3.882353,"Highland Park","NJ","","Elizabeth","NJ","","99",0,0,"8. White",,1330
"2","UND","matched (3)",100,0,3.934108,4,3.886179,"Teaneck","NJ","","Teaneck","NJ","","96.10",0,0,"8. White",,1490
"2","PSY","matched (3)",0,0,3.712418,3.555556,3.555556,"Highland Park","NJ","","Elizabeth","NJ","","89.99",0,0,"8. White",,1170
"2","BIO","matched (3)",94,0,3.787634,3.666667,3.625,"Highland Park","NJ","","Elizabeth","NJ","","94.57",0,0,"2. Unknown",30,1350
"1","PSY","master only (1)",29,"master only (1)",3.666667,3.666667,3.666667,"Baltimore","MD","","Baltimore","MD","","109",0,0,"8. White",,1430
"1","BUS","master only (1)",58,0,2.658915,3.025641,2.8,"Lakewood","NJ","","Baltimore","MD","","89.7",0,0,"8. White",,1150
"1","BUS","matched (3)",92,0,2.917563,2.285714,2.765432,"New York","NY","","Riverdale","NY","","82",0,0,"8. White",20,
"2","EDU","matched (3)",70,0,3.435484,3.533333,3.529412,"Merrick","NY","","Uniondale","NY","","87.82",0,0,"8. White",26,
"2","UND","matched (3)",68,0,3.955357,3.9375,3.972222,"Stamford","CT","","New York","NY","","95.18",0,0,"8. White",32,
"1","BIO","matched (3)",29,0,3.628472,3.785714,3.785714,"Cedarhurst","NY","","Woodmere","NY","","90.19",0,0,"8. White",,1340
"1","UND","master only (1)",0,0,2.356322,3.333333,2.356322,"Omaha","NE","","Omaha","NE","","89",0,0,"8. White",30,
"2","PSY","matched (3)",0,0,3.306931,2.866667,3.2,"New York","NY","","New York","NY","","85",0,0,"8. White",,1250
"2","EDU","matched (3)",0,0,3.491909,3.520833,3.462366,"Great Neck","NY","","Great Neck","NY","","88.98",0,0,"8. White",,1010
"2","UND","matched (3)",0,0,2.77,3.229167,3.229167,"Woodmere","NY","","Hewlett Bay Park","NY","","82.04",0,0,"8. White",,1010
"2","UND","master only (1)",0,0,3.488095,3.666667,3.488095,"New York","NY","","Teaneck","NJ","","87.63",0,0,"8. White",,1070
"1","PSY","matched (3)",73,0,3.942761,3.866667,3.90625,"Silver Spring","MD","","Rockville","MD","","93",0,0,"8. White",32,
"2","UND","matched (3)",73,0,3.426791,3.416667,3.28,"Memphis","TN","","Memphis","TN","","89",0,0,"8. White",22,960
"2","UND","matched (3)",15,"master only (1)",3.776371,3.666667,3.642857,"Moreland Hills","OH","","Beachwood","OH","","91",0,0,"8. White",29,
"1","ACC","matched (3)",91,0,3.181658,2.785714,2.607143,"Solon","OH","","Beachwood","OH","","85",0,0,"8. White",,1150
"1","UND","master only (1)",65,"master only (1)",3.413333,3.575758,3.413333,"Baltimore","MD","","","","","",0,0,"8. White",,1260
"2","ENG","matched (3)",73,0,3.855219,3.933333,3.965812,"Great Neck","NY","","Holliswood","NY","","98.12",0,0,"8. White",,1430
"1","BIO","master only (1)",73,0,2.140351,2.066667,2.152778,"Cherry Hill","NJ","","Iowa City","IA","","94",0,0,"8. White",,1160
"2","UND","matched (3)",80,0,3.968391,4,3.964912,"Silver Spring","MD","","Rockville","MD","","100",0,0,"8. White",,1420
"2","UND","matched (3)",22,0,3.962319,3.947368,3.972222,"West Hempstead","NY","","Holliswood","NY","","92.10",0,0,"8. White",27,
"1","BIO","matched (3)",44,0,3.89769,4,3.760684,"Holliswood","NY","","New York","NY","","90.3",0,0,"8. White",,1400
"1","MAT","matched (3)",0,"master only (1)",3.906061,4,4,"New Hempstead","NY","","Spring Valley","NY","","96.6",0,0,"8. White",,1210
"1","BIO","matched (3)",39,0,3.52924,2.784314,2.784314,"Plantation","FL","","Boca Raton","FL","","84",0,0,"8. White",28,1160
"2","UND","matched (3)",75,0,2.920398,2.916667,2.828572,"Passaic","NJ","","Elizabeth","NJ","","86.65",0,0,"8. White",,1190
"2","HIS","matched (3)",100,0,3.957895,3.944444,3.944444,"New Haven","CT","","Elizabeth","NJ","","97.02",0,0,"8. White",,1490
